PhraseId,SentenceId,Phrase,Sentiment
103720,5470,"Some writer dude , I think his name was , uh , Michael Zaidan , was supposed to have like written the screenplay or something , but , dude , the only thing that I ever saw that was written down were the zeroes on my paycheck .",0
132689,7154,"No French people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .",0
7102,287,-LRB- A -RRB- rather thinly-conceived movie .,0
106283,5612,"What 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism .",0
33032,1548,"It 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .",0
40790,1955,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season .,0
155964,8539,"The French director has turned out nearly 21\/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing .",0
111374,5907,Another boorish movie from the I-heard-a-joke - at-a-frat-party school of screenwriting .,0
60316,3046,"Co-writer\/director Jonathan Parker 's attempts to fashion a Brazil-like , hyper-real satire fall dreadfully short .",0
93064,4849,It 's hard to imagine acting that could be any flatter .,0
66094,3353,"Even if you 're an Elvis person , you wo n't find anything to get excited about on this DVD .",0
42554,2052,"-LRB- A -RRB- soulless , stupid sequel ...",0
138325,7488,under-rehearsed and lifeless,0
89648,4664,The premise itself is just SOOOOO tired .,0
56693,2849,Dismally dull sci-fi comedy .,0
107230,5666,Make like the title and dodge this one .,0
17948,782,A cartoon ?,1
90217,4696,Bears about as much resemblance to the experiences of most battered women as Spider-Man does to the experiences of most teenagers .,1
82072,4234,Meandering and confusing .,1
122973,6601,"Although purportedly a study in modern alienation , it 's really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out .",1
58681,2958,These characters become wearisome .,1
122471,6568,Spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy .,1
8894,371,Translation : ` We do n't need to try very hard . ',1
34148,1604,That 's because relatively nothing happens .,1
61706,3118,The script ?,1
31818,1491,A sometimes incisive and sensitive portrait that is undercut by its awkward structure and a final veering toward melodrama .,1
29912,1387,The only reason you should see this movie is if you have a case of masochism and an hour and a half to blow .,1
112229,5960,Everything that was right about Blade is wrong in its sequel .,1
140961,7645,Do n't let the subtitles fool you ; the movie only proves that Hollywood no longer has a monopoly on mindless action .,1
145111,7884,"A mediocre exercise in target demographics , unaware that it 's the butt of its own joke .",1
110322,5843,The Master of Disguise falls under the category of ` should have been a sketch on Saturday Night Live . ',1
80967,4173,"Everything 's serious , poetic , earnest and -- sadly -- dull .",1
144070,7819,Low rent from frame one .,1
126076,6773,"Nicolas Cage is n't the first actor to lead a group of talented friends astray , and this movie wo n't create a ruffle in what is already an erratic career .",1
141734,7689,Witless and utterly pointless .,1
64851,3284,"Even if it is generally amusing from time to time , I Spy has all the same problems the majority of action comedies have .",1
123002,6602,"A piece of mildly entertaining , inoffensive fluff that drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category : unembarrassing but unmemorable .",1
102301,5384,The package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic .,1
150565,8206,"Why , you may ask , why should you buy the movie milk when the TV cow is free ?",1
97969,5132,"... expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .",1
151670,8275,"I 've seen some bad singer-turned actors , but Lil Bow Wow takes the cake .",1
96403,5036,"Parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place .",1
106498,5624,"The abiding impression , despite the mild hallucinogenic buzz , is of overwhelming waste -- the acres of haute couture ca n't quite conceal that there 's nothing resembling a spine here .",1
143067,7766,Nicks and Steinberg match their own creations for pure venality -- that 's giving it the old college try .,1
48496,2370,Everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .,1
76474,3929,A culture clash comedy only half as clever as it thinks it is .,1
29209,1352,All the small moments and flashbacks do n't add up to much more than trite observations on the human condition .,1
74147,3798,Bean drops the ball too many times ... hoping the nifty premise will create enough interest to make up for an unfocused screenplay .,1
89654,4665,"As violent , profane and exploitative as the most offensive action flick you 've ever seen .",1
55658,2782,I do n't think so .,1
21616,967,There 's a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .,1
44351,2150,"A non-Britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine .",1
77546,3989,Family togetherness takes a back seat to inter-family rivalry and workplace ambition ... whole subplots have no explanation or even plot relevance .,1
36435,1724,"Though there are entertaining and audacious moments , the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation .",1
78739,4052,"A big , loud , bang-the-drum bore .",1
148851,8098,The movie does n't generate a lot of energy .,1
152563,8326,"The overall vibe is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors .",1
153901,8409,"Has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that Seagal 's overweight and out of shape .",1
118898,6353,Imagine Susan Sontag falling in love with Howard Stern .,1
152796,8339,"Coupling disgracefully written dialogue with flailing bodily movements that substitute for acting , Circuit is the awkwardly paced soap opera-ish story .",1
50166,2466,"Scooby-Doo does n't know if it wants to be a retro-refitting exercise in campy recall for older fans or a silly , Nickelodeon-esque kiddie flick .",1
88528,4600,A movie that harps on media-constructed ` issues ' like whether compromise is the death of self ... this Orgasm -LRB- wo n't be an -RRB- exceedingly memorable one for most people .,1
48722,2380,Conforms itself with creating a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences .,1
151225,8244,Who cares ? -RRB- .,1
22643,1025,It 's hard to believe that something so short could be so flabby .,1
25968,1189,"Even bigger and more ambitious than the first installment , Spy Kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man .",1
22519,1019,"The characters , cast in impossibly contrived situations , are totally estranged from reality .",1
135437,7315,"It 's a thin notion , repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue .",1
24537,1117,"Perry 's good and his is an interesting character , but `` Serving Sara '' has n't much more to serve than silly fluff .",1
69242,3519,It 's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .,1
130516,7033,"Feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , just wants to be liked by the people who can still give him work .",1
128532,6914,The film 's needlessly opaque intro takes its doe-eyed Crudup out of pre-9 \/ 11 New York and onto a cross-country road trip of the Homeric kind .,1
103406,5452,Kapur weighs down the tale with bogus profundities .,1
68115,3457,I found myself growing more and more frustrated and detached as Vincent became more and more abhorrent .,1
98693,5176,about gays in what is essentially an extended soap opera,1
40652,1946,Enigma lacks it .,1
90454,4708,The locale ... remains far more interesting than the story at hand .,1
45909,2233,The crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,1
149726,8151,"Jaw-droppingly superficial , straining to get by on humor that is not even as daring as John Ritter 's glory days on Three 's Company .",1
121569,6515,There 's ... an underlying Old World sexism to Monday Morning that undercuts its charm .,1
12567,540,Dignified CEO 's meet at a rustic retreat and pee against a tree .,1
25006,1140,And that is where Ararat went astray .,1
13216,569,The first question to ask about Bad Company is why Anthony Hopkins is in it .,1
97223,5083,"Howard and his co-stars all give committed performances , but they 're often undone by Howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject .",1
85152,4404,the attempt to complicate the story only defies credibility,1
128788,6927,"It 's a strange film , one that was hard for me to warm up to .",1
111795,5934,Blood Work is laughable in the solemnity with which it tries to pump life into overworked elements from Eastwood 's Dirty Harry period .,1
93210,4860,He thinks the film is just as much a document about him as it is about the subject .,1
66513,3376,"Klein , charming in comedies like American Pie and dead-on in Election , delivers one of the saddest action hero performances ever witnessed .",1
124855,6709,I did n't find much fascination in the swinging .,1
40235,1928,Needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism .,1
87662,4552,Could this be the first major studio production shot on video tape instead of film ?,1
53590,2659,"Some episodes work , some do n't .",1
114779,6109,... most viewers will wish there had been more of the `` Queen '' and less of the `` Damned . '',1
137322,7431,"Although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success .",1
146757,7985,"This would have been better than the fiction it has concocted , and there still could have been room for the war scenes .",1
38200,1817,"Despite the opulent lushness of every scene , the characters never seem to match the power of their surroundings .",1
10658,452,"Even with its $ 50-million US budget , Pinocchio never quite achieves the feel of a fanciful motion picture .",1
23573,1068,A loquacious and dreary piece of business .,1
88641,4606,"This odd , distant Portuguese import more or less borrows from Bad Lieutenant and Les Vampires , and comes up with a kind of art-house gay porn film .",1
74086,3792,Decent but dull .,1
151708,8277,A pathetically inane and unimaginative cross between XXX and Vertical Limit .,1
85710,4434,"Told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject .",1
53938,2678,"Scotland , PA is entirely too straight-faced to transcend its clever concept .",1
1840,68,It 's like a drive-by .,1
94544,4936,"For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .",1
29168,1350,This insufferable movie is meant to make you think about existential suffering .,1
132906,7167,"It dabbles all around , never gaining much momentum .",1
146426,7965,Mendes still does n't quite know how to fill a frame .,1
74079,3791,The story has little wit and no surprises .,1
138328,7489,The film ultimately offers nothing more than people in an urban jungle needing other people to survive ...,1
45568,2215,"What with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",1
118298,6320,... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .,1
145384,7900,Nearly all the fundamentals you take for granted in most films are mishandled here .,1
141464,7676,"If routine action and jokes like this are your cup of tea , then pay your $ 8 and get ready for the big shear .",1
131418,7080,The result is so tame that even slightly wised-up kids would quickly change the channel .,1
137237,7425,This is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action .,1
114057,6064,"Complex , sinuously plotted and , somehow , off-puttingly cold .",1
154732,8463,Just too silly and sophomoric to ensnare its target audience .,1
40004,1915,Drowning 's too good for this sucker .,1
149851,8159,Lame Sweet Home leaves no Southern stereotype unturned .,1
104154,5493,... a rather bland affair .,1
63703,3226,"High Crimes carries almost no organic intrigue as a government \/ Marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",1
66277,3360,No thanks .,1
136136,7357,I spied with my little eye ... a mediocre collection of cookie-cutter action scenes and occasionally inspired dialogue bits,1
114569,6096,"The redeeming feature of Chan 's films has always been the action , but the stunts in The Tuxedo seem tired and , what 's worse , routine .",1
16184,699,Too bland and fustily tasteful to be truly prurient .,1
104116,5490,"Skip this dreck , rent Animal House and go back to the source .",1
31611,1481,"There 's an excellent 90-minute film here ; unfortunately , it runs for 170 .",1
113406,6026,El Crimen Del Padre Amaro would likely be most effective if used as a tool to rally anti-Catholic protestors .,1
39515,1887,"The trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .",1
119194,6371,What ` Blade Runner ' would 've looked like as a low-budget series on a UHF channel .,1
22135,993,The script is a dim-witted pairing of teen-speak and animal gibberish .,1
89888,4678,The movie is about as deep as that sentiment .,1
93375,4870,One can only assume that the jury who bestowed star Hoffman 's brother Gordy with the Waldo Salt Screenwriting award at 2002 's Sundance Festival were honoring an attempt to do something different over actually pulling it off,1
151929,8290,Feels like a cold old man going through the motions .,1
10438,439,"A nearly 21\/2 hours , the film is way too indulgent .",1
17137,744,"Van Wilder has a built-in audience , but only among those who are drying out from spring break and are still unconcerned about what they ingest .",1
134679,7269,A thriller without thrills and a mystery devoid of urgent questions .,1
3591,134,"It 's hard to say who might enjoy this , are there Tolstoy groupies out there ?",1
23006,1042,A baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise .,1
70121,3571,"I was feeling this movie until it veered off too far into the Exxon zone , and left me behind at the station looking for a return ticket to realism .",1
6886,276,"Ultimately , Sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness .",1
89760,4671,Kaufman 's script is never especially clever and often is rather pretentious .,1
59852,3019,"is the kind of movie that 's critic-proof , simply because it aims so low .",1
83359,4305,"Ice Cube is n't quite out of ripe screwball ideas , but Friday After Next spreads them pretty thin .",1
11496,496,"Even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .",1
147255,8013,"It sounds like another clever if pointless excursion into the abyss , and that 's more or less how it plays out .",1
30624,1424,I could n't help but feel the wasted potential of this slapstick comedy .,1
64567,3268,"Supposedly , Pokemon ca n't be killed , but Pokemon 4Ever practically assures that the pocket monster movie franchise is nearly ready to keel over .",1
7999,328,"Perhaps a better celebration of these unfairly dismissed heroes would be a film that is n't this painfully forced , false and fabricated .",1
143780,7803,"Just a string of stale gags , with no good inside dope , and no particular bite .",1
148171,8063,The story has some nice twists but the ending and some of the back-story is a little tired .,1
130875,7054,essentially `` Fatal Attraction '' remade for viewers who were in diapers when the original was released in 1987 .,1
32882,1540,"An ugly , revolting movie .",1
87448,4537,The problem is that the movie has no idea of it is serious or not .,1
93159,4855,"his -LRB- Nelson 's -RRB- screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .",1
43503,2103,"A pale Xerox of other , better crime movies .",1
108406,5737,"I 've had more interesting -- and , dare I say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .",1
33173,1555,"This is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one .",1
41897,2016,Suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .,1
88802,4613,"Contains the humor , characterization , poignancy , and intelligence of a bad sitcom .",1
8880,370,How do you make a movie with depth about a man who lacked any ?,1
129777,6985,"Unfortunately , Carvey 's rubber-face routine is no match for the insipid script he has crafted with Harris Goldberg .",1
20790,928,Their contrast is neither dramatic nor comic -- it 's just a weird fizzle .,1
106403,5620,"There 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .",1
109753,5815,"In truth , it has all the heart of a porno flick -LRB- but none of the sheer lust -RRB- .",1
85274,4409,Believability was n't one of the film 's virtues .,1
115527,6156,Charly comes off as emotionally manipulative and sadly imitative of innumerable past Love Story derisions .,1
32384,1518,A really good premise is frittered away in middle-of-the-road blandness .,1
115779,6170,"Jacobi , the most fluent of actors , is given relatively dry material from Nijinsky 's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive .",1
142480,7734,A seriously bad film with seriously warped logic by writer-director Kurt Wimmer at the screenplay level .,1
10116,425,Some Body smacks of exhibitionism more than it does cathartic truth telling .,1
126046,6772,"Demme gets a lot of flavor and spice into his Charade remake , but he ca n't disguise that he 's spiffing up leftovers that are n't so substantial or fresh .",1
68061,3454,"Some Body often looks like an episode of the TV show Blind Date , only less technically proficient and without the pop-up comments .",1
119286,6376,"The story passes time until it 's time for an absurd finale of twisted metal , fireballs and revenge .",1
67769,3442,"Whenever you think you 've seen the end of the movie , we cut to a new scene , which also appears to be the end .",1
46514,2262,A beautifully shot but dull and ankle-deep ` epic . ',1
114808,6111,"If you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign .",1
62760,3174,"entertaining enough , but nothing new",1
102233,5380,The movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating .,1
60126,3033,"While easier to sit through than most of Jaglom 's self-conscious and gratingly irritating films , it 's still tainted by cliches , painful improbability and murky points .",1
2727,105,Shyamalan should stop trying to please his mom .,1
70152,3572,"What we have here is n't a disaster , exactly , but a very handsomely produced let-down .",1
136705,7392,"Broomfield 's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient .",1
10450,440,Seems like something American and European gay movies were doing 20 years ago .,1
101574,5344,This New Zealand coming-of-age movie is n't really about anything .,1
105086,5551,I found the movie as divided against itself as the dysfunctional family it portrays .,1
41684,2006,Empire ca n't make up its mind whether it wants to be a gangster flick or an art film .,1
136547,7383,"As is often the case with ambitious , eager first-time filmmakers , Mr. Murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold .",1
134949,7284,"It 's as if Solondz had two ideas for two movies , could n't really figure out how to flesh either out , so he just slopped ` em together here .",1
107093,5658,"As the Mediterranean sparkles , ` Swept Away ' sinks .",1
9055,378,Gooding offers a desperately ingratiating performance .,1
48370,2362,"It 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless .",1
26204,1201,"hard as this may be to believe , Here on Earth , a surprisingly similar teen drama , was a better film .",1
106463,5623,"Its and pieces of The Hot Chick are so hilarious , and Schneider 's performance is so fine , it 's a real shame that so much of the movie -- again , as in The Animal -- is a slapdash mess .",1
28758,1333,"For all its violence , the movie is remarkably dull with only Caine making much of an impression .",1
112327,5965,"If religious films are n't your bailiwick , stay away .",1
37765,1797,"The film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama , ' but the emphasis on the latter leaves Blue Crush waterlogged .",1
114875,6117,Lacks dramatic punch and depth .,1
105876,5588,Borrows from other movies like it in the most ordinary and obvious fashion .,1
19830,876,The movie would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine .,1
150084,8175,"Seriously , rent the Disney version .",1
87276,4526,I felt trapped and with no obvious escape for the entire 100 minutes .,1
141220,7660,"Lucy 's a dull girl , that 's all .",1
78703,4050,"In the process of trimming the movie to an expeditious 84 minutes , director Roger Kumble seems to have dumped a whole lot of plot in favor of ... outrageous gags .",1
93958,4903,The things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .,1
41345,1986,"Steve Oedekerk is , alas , no Woody Allen .",1
148897,8101,"The plot is plastered with one Hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .",1
93091,4851,"All the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness .",1
127915,6882,"As if trying to grab a lump of Play-Doh , the harder that Liman tries to squeeze his story , the more details slip out between his fingers .",1
21806,976,"An EXIT sign , that is .",1
